Task name,Assignee,Created time,Description,Due,Files & media,Group Kegiatan,Kelengkapan,Month,Parent task,Parent-task,Priority,Status,Sub-task,Sub-tasks,Team,Year
Pendataan UDPE,,"August 27, 2025 7:56 AM",,"August 27, 2025 → August 29, 2025",,Kegiatan Lainnya,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Buat template publikasi statda,,"August 27, 2025 7:56 AM",,"September 9, 2025 → September 11, 2025",,Kegiatan Lainnya,Lengkap,September,,,,Done,,,Lainnya (https://www.notion.so/Lainnya-17e2318e3b728083bf66c403999d1de6?pvs=21),2025
"[Zoom-Umum] Zoom mas ardi ",,"August 27, 2025 7:57 AM",pakai akun bps64,"August 28, 2025",,Mengelola Zoom,Lengkap,Agustus,,,,Done,,,,2025
"Approval MBG baseline ",,"August 28, 2025 3:07 PM",,"August 28, 2025 → August 31, 2025",,Kegiatan Lainnya,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Running query sakernas ",,"September 1, 2025 10:16 AM",,"September 1, 2025 → September 4, 2025",,Sakernas,Lengkap,September,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Mengecekin daftar indikatif dengan daftar data 2025,,"September 1, 2025 10:17 AM",,"September 1, 2025 → September 3, 2025",,Kegiatan Lainnya,Lengkap,September,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
"Running query anomali PPIKN ",,"September 3, 2025 12:08 PM",,"September 3, 2025 → September 4, 2025",,Kegiatan Lainnya,Lengkap,September,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Harmonifest HSN 2025,,"September 4, 2025 9:43 AM",,"September 19, 2025",,Kegiatan Lainnya,Lengkap,September,,,,Done,,,Lainnya (https://www.notion.so/Lainnya-17e2318e3b728083bf66c403999d1de6?pvs=21),2025
"Dashboard sektoral di wix ",,"September 10, 2025 7:54 AM",,"September 9, 2025",,Aplikasi Kantor,Lengkap,September,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
Buat form pendaaftaran catur HSN 2025,,"September 11, 2025 7:58 AM",,"September 11, 2025",,Kegiatan Lainnya,Lengkap,September,,,,Done,,,Lainnya (https://www.notion.so/Lainnya-17e2318e3b728083bf66c403999d1de6?pvs=21),2025
"[Zoom Produksi] ",,"September 14, 2025 10:26 AM","Kasie IPD BPS Provinsi Kalimantan Timur is inviting you to a scheduled Zoom meeting.

Topic: Zoom produksi - Koordinasi Statistik Tanaman Pangan
Time: Sep 15, 2025 13:00 Singapore
Join Zoom Meeting
https://us06web.zoom.us/j/6400006401?pwd=vbbrDhb5Fq9jCKJhNG0xZagT5bvFg7.1&omn=82686103467

Meeting ID: 640 000 6401
Passcode: bps6400

Join instructions
https://us06web.zoom.us/meetings/82686103467/invitations?signature=Fs-vkca02eu7z-kBKJqsdu9Whtm2z1Cf5ytWMVoDBMM","September 15, 2025",,Mengelola Zoom,Lengkap,September,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"mengerjakan UDPE ",,"September 15, 2025 3:54 PM",,"September 15, 2025",,Kegiatan Lainnya,Lengkap,September,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Rapat Sektoral ",,"September 26, 2025 2:14 PM",,"September 26, 2025",,,Lengkap,September,,,,Done,,,,2025
Membuat template statda 2025,,"September 30, 2025 5:34 PM",,"September 12, 2025 → September 16, 2025",,,Lengkap,September,,,,Done,,,,2025
Mengikuti workshop PPIKN,,"October 2, 2025 9:20 AM",,"September 28, 2025 → October 1, 2025",,,Lengkap,September,,,,Done,,,,2025
Menambahkan link fasih-sm di anomali PPIKN,,"October 2, 2025 2:22 PM",,"October 2, 2025",,Kegiatan Lainnya,Lengkap,Oktober,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Zoom IPDS - SBR Sensus Ekonomi 2026,,"October 2, 2025 3:10 PM",,"October 3, 2025",,Mengelola Zoom,Lengkap,Oktober,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Query Sakernas,,"October 7, 2025 11:56 AM",,"October 7, 2025 → October 8, 2025",,Sakernas,Lengkap,Oktober,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Rapat evaluasi PPIKN ",,"October 7, 2025 12:01 PM",,"October 6, 2025",,Kegiatan Lainnya,Lengkap,Oktober,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Rapat inovasi RB bersama BPS Komas ",,"October 7, 2025 2:11 PM",,"October 7, 2025",,Kegiatan Lainnya,Lengkap,Oktober,,,,Done,,,RB dan Inovasi (https://www.notion.so/RB-dan-Inovasi-16f2318e3b72804f80dcdfc48445c75b?pvs=21),2025
"Membuat landing page kick off meeting RB dan kelengkapannya ",,"October 8, 2025 8:51 AM",,"October 8, 2025",,Kegiatan Lainnya,Lengkap,Oktober,,,,Done,,,RB dan Inovasi (https://www.notion.so/RB-dan-Inovasi-16f2318e3b72804f80dcdfc48445c75b?pvs=21),2025
Rapat persiapan kick off meeting,,"October 8, 2025 8:55 AM",,"October 8, 2025",,Kegiatan Lainnya,Lengkap,Oktober,,,,Done,,,RB dan Inovasi (https://www.notion.so/RB-dan-Inovasi-16f2318e3b72804f80dcdfc48445c75b?pvs=21),2025
Membuat peta tematik dtsen,,"October 8, 2025 8:55 AM",,"October 8, 2025 → October 9, 2025",,,Lengkap,Oktober,,,,Done,,,Freelance (https://www.notion.so/Freelance-17e2318e3b728060a36bda8b2c6e6ebd?pvs=21),2025
Kerjakan bab 6-8 buku sektoral,,"October 8, 2025 8:56 AM",,"October 8, 2025 → October 10, 2025",,,Lengkap,Oktober,,,,Done,,,Freelance (https://www.notion.so/Freelance-17e2318e3b728060a36bda8b2c6e6ebd?pvs=21),2025
Zoom Distribusi - Monitoring dan Evaluasi Kegiatan Statistik Distribusi dan Harga,,"October 8, 2025 9:02 AM",,"October 10, 2025",,Mengelola Zoom,Lengkap,Oktober,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Zoom Alinea - Similarity Search pada Data Usaha duplikat untuk kompilasi data pendukung SE2026,,"October 8, 2025 9:02 AM",,"October 10, 2025",,Mengelola Zoom,Lengkap,Oktober,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Pelatihan OBS,,"October 10, 2025 10:16 AM",,"October 9, 2025",,Kegiatan Lainnya,Lengkap,Oktober,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Revalidasi susenas,,"October 10, 2025 10:19 AM",,"October 8, 2025 → October 10, 2025",,Susenas,Lengkap,Oktober,,,,Done,,,,2025
"[Zoom RB] Zoom 3 pilar ",,"October 20, 2025 8:47 AM",,"October 21, 2025",,Mengelola Zoom,Lengkap,Oktober,,,,Done,,,,2025
[Zoom Neraca] Pelatihan MBG,,"October 20, 2025 3:43 PM","Kasie IPD BPS Provinsi Kalimantan Timur is inviting you to a scheduled Zoom meeting.

Topic: Neraca - Pelatihan MBG
Time: Oct 22, 2025 08:00 Singapore
Join Zoom Meeting
https://us06web.zoom.us/j/6400006401?pwd=vbbrDhb5Fq9jCKJhNG0xZagT5bvFg7.1&omn=84311260579

Meeting ID: 640 000 6401
Passcode: bps6400

Join instructions
https://us06web.zoom.us/meetings/84311260579/invitations?signature=2cqJN0o7I8HBhZjSFnGfDGgI6tvG8fqKNmJEY6YQisI","October 22, 2025 → October 24, 2025",,Mengelola Zoom,Lengkap,Oktober,,,,Done,,,,2025
Operator pada sosialisasi sensus ekonomi 2026 bersama komisi X DPR RI,,"October 20, 2025 3:46 PM",,"October 16, 2025 → October 17, 2025",,,Lengkap,Oktober,,,,Done,,,,2025
Rapat persiapan Sosialisasi SE2026 dan mempersiapkan peralatan untuk acara tersebut,,"October 20, 2025 3:46 PM",,"October 15, 2025",,,Lengkap,Oktober,,,,Done,,,,2025
"Peta tapi bukan choropleth map ",,"October 21, 2025 7:45 AM",,"October 21, 2025",,,Lengkap,Oktober,,,,Done,,,Freelance (https://www.notion.so/Freelance-17e2318e3b728060a36bda8b2c6e6ebd?pvs=21),2025
"Membuat scraper dan merge excel otomatis dengan python ",,"October 21, 2025 7:45 AM",,"October 21, 2025 → October 22, 2025",,Kegiatan Lainnya,Lengkap,Oktober,,,,Done,,,Lainnya (https://www.notion.so/Lainnya-17e2318e3b728083bf66c403999d1de6?pvs=21),2025
Membuat buku tamu,,"October 21, 2025 7:46 AM",,"October 22, 2025 → October 24, 2025",,Aplikasi Kantor,Belum ada bukti dukung,Oktober,,,,Not started,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Menerbitkan surat rekomendasi ",,"October 23, 2025 9:20 AM",,"October 23, 2025",,Metadata dan Romantik,Lengkap,Oktober,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
Menerbitkan rekomendasi statistik,,"October 27, 2025 3:21 PM",,"October 27, 2025",,Metadata dan Romantik,Lengkap,Oktober,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
Rapat dengan BPK,,"October 27, 2025 3:22 PM",,"October 27, 2025",,Kegiatan Lainnya,Lengkap,Oktober,,,,Done,,,Lainnya (https://www.notion.so/Lainnya-17e2318e3b728083bf66c403999d1de6?pvs=21),2025
"Scraping pelabuhan dan menggabungkan excel ",,"October 27, 2025 3:23 PM",,"October 27, 2025",,,Lengkap,Oktober,,,,Done,,,Lainnya (https://www.notion.so/Lainnya-17e2318e3b728083bf66c403999d1de6?pvs=21),2025
"Penawaran mitra MBG ",,"October 27, 2025 3:27 PM",,"October 27, 2025 → October 31, 2025",,Manajemen Mitra,Lengkap,Oktober,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Zoom RB - pilar tata laksana,,"October 29, 2025 9:28 AM","Kasie IPD BPS Provinsi Kalimantan Timur is inviting you to a scheduled Zoom meeting.

Topic: Zoom Pilar tata laksana 
Time:
Join Zoom Meeting
https://us06web.zoom.us/j/6400006401?pwd=vbbrDhb5Fq9jCKJhNG0xZagT5bvFg7.1&omn=84311260579

Meeting ID: 640 000 6401
Passcode: bps6400","October 29, 2025",,Mengelola Zoom,Lengkap,Oktober,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Briefing Quality Assurance Sakernas November 2025,,"October 29, 2025 9:29 AM","Kasie IPD BPS Provinsi Kalimantan Timur is inviting you to a scheduled Zoom meeting.

Topic:
Time:
Join Zoom Meeting
https://us06web.zoom.us/j/6400006401?pwd=vbbrDhb5Fq9jCKJhNG0xZagT5bvFg7.1&omn=84311260579

Meeting ID: 640 000 6401
Passcode: bps6400","October 31, 2025",,Mengelola Zoom,Lengkap,Oktober,,,,Done,,,,2025
Zoom Neraca - Rekon PDRB,,"November 3, 2025 11:13 AM","Kasie IPD BPS Provinsi Kalimantan Timur is inviting you to a scheduled Zoom meeting.

Topic: Neraca - Pelatihan MBG
Time: Oct 22, 2025 08:00 Singapore
Join Zoom Meeting
https://us06web.zoom.us/j/6400006401?pwd=vbbrDhb5Fq9jCKJhNG0xZagT5bvFg7.1&omn=84311260579

Meeting ID: 640 000 6401
Passcode: bps6400

Join instructions
https://us06web.zoom.us/meetings/84311260579/invitations?signature=2cqJN0o7I8HBhZjSFnGfDGgI6tvG8fqKNmJEY6YQisI","November 3, 2025 → November 7, 2025",,Mengelola Zoom,Lengkap,November,,,,Done,,,,2025
Zoom Neraca - Rekon PDRB,,"November 3, 2025 11:13 AM","Kasie IPD BPS Provinsi Kalimantan Timur is inviting you to a scheduled Zoom meeting.

Topic: Neraca - Pelatihan MBG
Time: Oct 22, 2025 08:00 Singapore
Join Zoom Meeting
https://us06web.zoom.us/j/6400006401?pwd=vbbrDhb5Fq9jCKJhNG0xZagT5bvFg7.1&omn=84311260579

Meeting ID: 640 000 6401
Passcode: bps6400

Join instructions
https://us06web.zoom.us/meetings/84311260579/invitations?signature=2cqJN0o7I8HBhZjSFnGfDGgI6tvG8fqKNmJEY6YQisI","November 10, 2025 → November 14, 2025",,Mengelola Zoom,Lengkap,November,,,,Done,,,,2025
Zoom IPDS - Briefing rekrutmen mitra rutin 2026,,"November 3, 2025 11:14 AM","6400_Kaltim is inviting you to a scheduled Zoom meeting.

Topic: Zoom IPDS - Briefing rekrutmen mitra rutin 2026
Time: Nov 4, 2025 14:00 Singapore
Join Zoom Meeting
https://us06web.zoom.us/j/6400006402?pwd=62bI4Lf99FhfIF7aqdgv1UcQlzXZBn.1&omn=87884196866

Meeting ID: 640 000 6402
Passcode: bps64

Join instructions
https://us06web.zoom.us/meetings/87884196866/invitations?signature=2bZ8TsIHg7JCD6NgK8QtWWIFhWAyPx5LmkMi0dBJvRE","November 4, 2025",,Mengelola Zoom,Lengkap,November,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Penawaran mitra MBG ",,"November 4, 2025 3:11 AM",,"November 3, 2025 → November 3, 2025",,Manajemen Mitra,Lengkap,November,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Workshop PPIKN,,"November 4, 2025 3:12 AM",,"November 5, 2025 → November 8, 2025",,Kegiatan Lainnya,Lengkap,November,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Menambahkan link fasih-sm pada anomali ppikn,,"November 4, 2025 11:40 AM","[10:26 AM, 11/4/2025] Mbak Deppi BPS Kaltim: https://1drv.ms/x/c/20a6e10fc9d7e6da/ETc68c4ccERBhfxaRvri5LkBcKZlImgcLdEXW_Y8allALQ?e=AMTEPV

Anomali PPIKN datang lagi 😅
[10:26 AM, 11/4/2025] Mbak Deppi BPS Kaltim: aul, minta tolong tambahkan link fasihnya di anomali2  ppikn ini","November 4, 2025",,Kegiatan Lainnya,Lengkap,November,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Penawaran mitra MBG (maks mitra menerima tanggal 14 Nov) ",,"November 4, 2025 12:56 PM",,"November 5, 2025 → November 14, 2025",,Manajemen Mitra,Lengkap,November,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Zoom RB - Pilar Pengawasan ",,"November 10, 2025 3:03 PM","6400_Kaltim is inviting you to a scheduled Zoom meeting.

Join Zoom Meeting
https://us06web.zoom.us/j/6400006402?pwd=62bI4Lf99FhfIF7aqdgv1UcQlzXZBn.1&omn=82612628105

Meeting ID: 640 000 6402
Passcode: bps64","November 11, 2025",,Mengelola Zoom,Lengkap,November,,,,Done,,,,2025
Monitoring rekrutmen mitra 2026,,"November 12, 2025 8:04 AM",,"November 11, 2025 → December 5, 2025",,Manajemen Mitra,Belum ada bukti dukung,November,,,,In progress,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Melakukan pengecekan metadata di indah ",,"November 12, 2025 8:04 AM",,"November 12, 2025 → November 14, 2025",,Metadata dan Romantik,Belum ada bukti dukung,November,,,,In progress,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Membuat laporan perjalanan dinas ke Bontang dan Balikpapan,,"November 12, 2025 8:09 AM",,"November 12, 2025",,Kegiatan Lainnya,Lengkap,November,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Migrasi dashboard monitoring RB ",,"November 14, 2025 3:41 PM",,"November 14, 2025",,Aplikasi Kantor,Lengkap,November,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Operator pada acara Rakor MBG se Kalimantan Timur ",,"November 19, 2025 8:02 AM",,"November 17, 2025 → November 18, 2025",,Kegiatan Lainnya,Lengkap,November,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Menyiapkan materi untuk esensial 4,,"November 19, 2025 8:03 AM",,"November 19, 2025",,Kegiatan Lainnya,Lengkap,November,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
Mengoprek website monitoring RB,,"November 19, 2025 8:04 AM",,"November 19, 2025 → November 21, 2025",,,Belum ada bukti dukung,November,,,,In progress,,,RB dan Inovasi (https://www.notion.so/RB-dan-Inovasi-16f2318e3b72804f80dcdfc48445c75b?pvs=21),2025
"Briefing rencana pelatihan sektoral minggu depan dengan pusdiklat ",,"November 19, 2025 3:36 PM",,"November 19, 2025",,Mengikuti rapat/sosialisasi/pelatihan,Lengkap,November,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
FGD Statistik Sektoral,,"November 19, 2025 3:37 PM",,"November 25, 2025",,Mengikuti rapat/sosialisasi/pelatihan,Belum ada bukti dukung,November,,,,Not started,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
"Mengikuti kegiatan esensial 4 ",,"November 19, 2025 3:37 PM",,"November 20, 2025",,Mengikuti rapat/sosialisasi/pelatihan,Lengkap,November,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
Membuat link anomali ppikn,,"November 21, 2025 8:37 AM",,"November 21, 2025",,Kegiatan Lainnya,Belum ada bukti dukung,November,,,,In progress,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Perjalanan dinas mendampingi BPK ke Balikpapan ",,"November 21, 2025 8:39 AM",,"October 30, 2025",,Kegiatan Lainnya,Lengkap,Oktober,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Perjalanan dinas mendampingi BPK ke Bontang,,"November 21, 2025 8:39 AM",,"October 28, 2025",,Kegiatan Lainnya,Lengkap,Oktober,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
